"_source/data/positionData","_source/data/speedData","_source/data/unit_speedData","_source/data/temperatureData","_source/data/lightData","_source/data/recorded_at","_source/data/unit_temperatureData","_source/data/unit_lightData","_source/data/eventType","_source/data/action","_source/data/eventID"
"[11.79438, 107.19719]",25.25,"KMH",3.67,0,2023-02-10 17:36:00,"CEL","LUX","ObjectEvent","OBSERVE","9gGYp9V2Di5e_KAF3-QVx"
"[11.73478, 107.14746]",56.52,"KMH",4.21,0,2023-02-10 17:49:30,"CEL","LUX","ObjectEvent","OBSERVE","Krk6vq8AWli2sGil0k9Nd"
"[11.69556, 107.08901]",37.83,"KMH",4.95,0,2023-02-10 18:03:00,"CEL","LUX","ObjectEvent","OBSERVE","Wi4dUJUytTyWAlrsHpNyj"
"[11.64351, 107.04603]",54.87,"KMH",4.84,0,2023-02-10 18:16:30,"CEL","LUX","ObjectEvent","OBSERVE","hwepQYAHqSnN3JK02YTOz"
"[11.6003, 106.99513]",61.64,"KMH",1.94,0,2023-02-10 18:30:00,"CEL","LUX","ObjectEvent","OBSERVE","v-ONrS-d-oOV_pNWiRBCE"
"[11.5492, 106.92901]",51.18,"KMH",2.36,0,2023-02-10 18:43:30,"CEL","LUX","ObjectEvent","OBSERVE","GWku4wx7vuLarbCGD7D27"
"[11.48916, 106.88497]",38.47,"KMH",5.02,0,2023-02-10 18:57:00,"CEL","LUX","ObjectEvent","OBSERVE","u0UIjnBgEwPHsflM2zbKy"
"[11.40109, 106.83895]",34.24,"KMH",4.29,0,2023-02-10 19:10:30,"CEL","LUX","ObjectEvent","OBSERVE","aLXOk0SzgukKfYo5d5eLf"
"[11.32868, 106.81945]",27.86,"KMH",3.74,0,2023-02-10 19:24:00,"CEL","LUX","ObjectEvent","OBSERVE","FXYqInENcTTp2CDSNuURn"
"[11.26433, 106.76983]",37.19,"KMH",3.87,0,2023-02-10 19:37:30,"CEL","LUX","ObjectEvent","OBSERVE","eJA5yoCPlL2do8ofXQMwf"
"[11.16775, 106.73462]",64.66,"KMH",1.11,0,2023-02-10 19:51:00,"CEL","LUX","ObjectEvent","OBSERVE","gmVt-H1m5yZU2NpzwcXDK"
"[11.06752, 106.78282]",27.47,"KMH",5.8,0,2023-02-10 20:04:30,"CEL","LUX","ObjectEvent","OBSERVE","5KQF63_0LHYyE6T4Ueopf"
"[10.99007, 106.77192]",30.47,"KMH",3.11,0,2023-02-10 20:18:00,"CEL","LUX","ObjectEvent","OBSERVE","amAbX5TaFyQafR1ahrmCh"
"[10.93935, 106.80681]",51.87,"KMH",5.15,0,2023-02-10 20:31:30,"CEL","LUX","ObjectEvent","OBSERVE","RTpWRaWB0baTmH6ZsqgY4"
"[10.8618, 106.91927]",27.47,"KMH",4.15,0,2023-02-10 20:45:00,"CEL","LUX","ObjectEvent","OBSERVE","yg8Qf9-1nC98ZKDALH4cu"
"[10.90111, 106.85004]",61.26,"KMH",5.2,0,2023-02-10 20:58:30,"CEL","LUX","ObjectEvent","OBSERVE","kVRljgck-dDdNdbWUn3oC"
"[10.77847, 106.95701]",48.5,"KMH",1.86,0,2023-02-10 21:12:00,"CEL","LUX","ObjectEvent","OBSERVE","ufDLyufqmsx2jIOmY9NjB"
"[10.69547, 107.0148]",54.38,"KMH",5.99,0,2023-02-10 21:25:30,"CEL","LUX","ObjectEvent","OBSERVE","MRgF0meYjOI2cYXterpZs"
"[10.5968, 107.05524]",45.65,"KMH",0.88,0,2023-02-10 21:39:00,"CEL","LUX","ObjectEvent","OBSERVE","kZfxMG79Ess5K439map7K"
"[10.52441, 107.08377]",34.51,"KMH",3.3,0,2023-02-10 21:52:30,"CEL","LUX","ObjectEvent","OBSERVE","0-hUbQbD00hIMxvE9GNKc"
"[10.4891, 107.15876]",38.9,"KMH",3.8,0,2023-02-10 22:06:00,"CEL","LUX","ObjectEvent","OBSERVE","h-C2i9Bj8aMI1sc0TY75W"
"[10.43143, 107.15827]",45.03,"KMH",2.78,0,2023-02-10 22:19:30,"CEL","LUX","ObjectEvent","OBSERVE","b3Z7UWor8sdRLm1xRDp4Y"
"[10.39718, 107.11183]",40.78,"KMH",0.28,0,2023-02-10 22:33:00,"CEL","LUX","ObjectEvent","OBSERVE","v8TitTQ5nIs_qFROATIG1"
"[10.3896, 107.0845]",0,"KMH",5.6,180,2023-02-10 22:46:30,"CEL","LUX","ObjectEvent","OBSERVE","WLXYsx8FAxS9GqcJWnNIM"
"[12.67214, 108.06884]",0,"KMH",5.5,200,2023-02-11 14:00:00,"CEL","LUX","ObjectEvent","OBSERVE","Gm7KlWn4SIPE3LDar4ms4"
"[12.65841, 108.03907]",46.35,"KMH",4.6,0,2023-02-11 14:13:30,"CEL","LUX","ObjectEvent","OBSERVE","br9eEQvVaJGL9y7-hi5ZA"
"[12.61997, 107.95092]",49.15,"KMH",1.57,0,2023-02-11 14:27:00,"CEL","LUX","ObjectEvent","OBSERVE","pQNnyOBivpwfBxlqdBRAZ"
"[12.58494, 107.87112]",42.66,"KMH",0.61,0,2023-02-11 14:40:30,"CEL","LUX","ObjectEvent","OBSERVE","9El5ACK9iNbiu6KIMcHiJ"
"[12.54409, 107.79773]",44.69,"KMH",5.92,0,2023-02-11 14:54:00,"CEL","LUX","ObjectEvent","OBSERVE","bL9pqSGno0KoeBLoJ2-pe"
"[12.49071, 107.72369]",57.85,"KMH",0.04,0,2023-02-11 15:07:30,"CEL","LUX","ObjectEvent","OBSERVE","i6gMciG_gWoJ9m2pPCvff"
"[12.44323, 107.63695]",62.95,"KMH",4.69,0,2023-02-11 15:21:00,"CEL","LUX","ObjectEvent","OBSERVE","hP_H6z6FWvwzOz5dM7xYu"
"[12.35233, 107.56961]",62.25,"KMH",5.87,0,2023-02-11 15:34:30,"CEL","LUX","ObjectEvent","OBSERVE","Z5azjgK-mlUlvuQTAGtpC"
"[12.28166, 107.45917]",62.46,"KMH",1.14,0,2023-02-11 15:48:00,"CEL","LUX","ObjectEvent","OBSERVE","2PKP-q1P5AvGVK2N_czGU"
"[12.20514, 107.45171]",29.63,"KMH",2.43,0,2023-02-11 16:01:30,"CEL","LUX","ObjectEvent","OBSERVE","4wmkrLpCLTD9sEyzrmyJF"
"[12.1149, 107.47546]",35.1,"KMH",1.99,0,2023-02-11 16:15:00,"CEL","LUX","ObjectEvent","OBSERVE","eKHLaEeZC7hlmp9W5JUdN"
"[12.02528, 107.49632]",60.55,"KMH",2,0,2023-02-11 16:28:30,"CEL","LUX","ObjectEvent","OBSERVE","OKM5Vk1_Z-7indkbeIx9L"
"[11.94758, 107.46025]",38.12,"KMH",3.05,0,2023-02-11 16:42:00,"CEL","LUX","ObjectEvent","OBSERVE","MX9L9EnwdMBDyHKtObzx2"
"[11.91176, 107.38349]",36.64,"KMH",4.3,0,2023-02-11 16:55:30,"CEL","LUX","ObjectEvent","OBSERVE","BISnZuo7PWg_z7lZZE9yD"
"[11.88742, 107.32165]",38.3,"KMH",4.39,0,2023-02-11 17:09:00,"CEL","LUX","ObjectEvent","OBSERVE","BqLoGsNt3rn0tmR5ReDjQ"
"[11.83688, 107.27339]",22.5,"KMH",1.11,0,2023-02-11 17:22:30,"CEL","LUX","ObjectEvent","OBSERVE","C2AEIHXsUvn03R_XaghIn"
"[11.79438, 107.19719]",43.81,"KMH",1.68,0,2023-02-11 17:36:00,"CEL","LUX","ObjectEvent","OBSERVE","urklM7qpO4LCN4wO5hpon"
"[11.73478, 107.14746]",35.64,"KMH",0.21,0,2023-02-11 17:49:30,"CEL","LUX","ObjectEvent","OBSERVE","mNEFnZKGQMOOADBbGr_Nu"
"[11.69556, 107.08901]",50.55,"KMH",2.7,0,2023-02-11 18:03:00,"CEL","LUX","ObjectEvent","OBSERVE","veL4t0fPNRJSDcQEIL2ms"
"[11.64351, 107.04603]",66.6,"KMH",5.1,0,2023-02-11 18:16:30,"CEL","LUX","ObjectEvent","OBSERVE","RwweRp9pXaLN2EAdL1gY-"
"[11.6003, 106.99513]",40.23,"KMH",5.87,0,2023-02-11 18:30:00,"CEL","LUX","ObjectEvent","OBSERVE","WZ9Doqp_FXbNnlkIqMPXn"
"[11.5492, 106.92901]",63.85,"KMH",1.1,0,2023-02-11 18:43:30,"CEL","LUX","ObjectEvent","OBSERVE","qOe0hXJS_yn_6u2vWZY2F"
"[11.48916, 106.88497]",38.08,"KMH",2.15,0,2023-02-11 18:57:00,"CEL","LUX","ObjectEvent","OBSERVE","40Tq4L0vBQlOq3I1t5O1q"
"[11.40109, 106.83895]",37.39,"KMH",1.23,0,2023-02-11 19:10:30,"CEL","LUX","ObjectEvent","OBSERVE","EGekIlqsWrF2dGYvCKkdN"
"[11.32868, 106.81945]",54.25,"KMH",5.86,0,2023-02-11 19:24:00,"CEL","LUX","ObjectEvent","OBSERVE","gBF6CZHeSL2Pt-lBpNJZ9"
"[11.26433, 106.76983]",67.95,"KMH",3.73,0,2023-02-11 19:37:30,"CEL","LUX","ObjectEvent","OBSERVE","kZzuUT58CQh9wqD02kD9J"
"[11.16775, 106.73462]",58.85,"KMH",1.27,0,2023-02-11 19:51:00,"CEL","LUX","ObjectEvent","OBSERVE","lS5V33F74LznKXzSGY0IZ"
"[11.06752, 106.78282]",55.88,"KMH",5.74,0,2023-02-11 20:04:30,"CEL","LUX","ObjectEvent","OBSERVE","7bYi7Jx5oi4_jbedMU_vr"
"[10.99007, 106.77192]",56.23,"KMH",4.12,0,2023-02-11 20:18:00,"CEL","LUX","ObjectEvent","OBSERVE","BrVmXS8maDbiSOf9LYBVl"
"[10.93935, 106.80681]",63.63,"KMH",5.55,0,2023-02-11 20:31:30,"CEL","LUX","ObjectEvent","OBSERVE","0ckTQb0ATqTGtM_4B2YNp"
"[10.8618, 106.91927]",63.15,"KMH",3.94,0,2023-02-11 20:45:00,"CEL","LUX","ObjectEvent","OBSERVE","b_ymgiuGz8B3FtlFzuVSv"
"[10.90111, 106.85004]",24.49,"KMH",1.54,0,2023-02-11 20:58:30,"CEL","LUX","ObjectEvent","OBSERVE","cHvqxsHXIBuBKKihCR_Xw"
"[10.77847, 106.95701]",60.13,"KMH",0.36,0,2023-02-11 21:12:00,"CEL","LUX","ObjectEvent","OBSERVE","vfOAdAkDuRyaLytBMfI9-"
"[10.69547, 107.0148]",43.97,"KMH",0.12,0,2023-02-11 21:25:30,"CEL","LUX","ObjectEvent","OBSERVE","YCvq47T2NDsdJjKHSPPU9"
"[10.5968, 107.05524]",55.83,"KMH",1.93,0,2023-02-11 21:39:00,"CEL","LUX","ObjectEvent","OBSERVE","iGqwu2b_qWcHXR4LqJIp4"
"[10.52441, 107.08377]",21.87,"KMH",3.96,0,2023-02-11 21:52:30,"CEL","LUX","ObjectEvent","OBSERVE","eMwGzwAglQ9JqHD8i1ldO"
"[10.4891, 107.15876]",25.03,"KMH",3.44,0,2023-02-11 22:06:00,"CEL","LUX","ObjectEvent","OBSERVE","FPiPV49QFmp28Y6qPW8a3"
"[10.43143, 107.15827]",66.95,"KMH",0.94,0,2023-02-11 22:19:30,"CEL","LUX","ObjectEvent","OBSERVE","iQzqT6_29AzGsfO3Zvmzx"
"[10.39718, 107.11183]",23.31,"KMH",3.03,0,2023-02-11 22:33:00,"CEL","LUX","ObjectEvent","OBSERVE","r3z6bsLnbF2KZT2BXlkuE"
"[10.3896, 107.0845]",0,"KMH",5.6,180,2023-02-11 22:46:30,"CEL","LUX","ObjectEvent","OBSERVE","SIEZpRasYwSkK0if7W1Ja"
"[12.67214, 108.06884]",0,"KMH",5.5,200,2023-02-12 14:00:00,"CEL","LUX","ObjectEvent","OBSERVE","4fJO6l2NybLc7OBlH2Sui"
"[12.65841, 108.03907]",29.93,"KMH",3.52,0,2023-02-12 14:13:30,"CEL","LUX","ObjectEvent","OBSERVE","ZG9LiyqWMb8NYab0xxwYa"
"[12.61997, 107.95092]",63.67,"KMH",3.03,0,2023-02-12 14:27:00,"CEL","LUX","ObjectEvent","OBSERVE","ckVzAFtGM3p0vssrCtsr9"
"[12.58494, 107.87112]",37.65,"KMH",3.3,0,2023-02-12 14:40:30,"CEL","LUX","ObjectEvent","OBSERVE","-SB09cq8_QVdGE2F9r957"
"[12.54409, 107.79773]",24.4,"KMH",1.19,0,2023-02-12 14:54:00,"CEL","LUX","ObjectEvent","OBSERVE","7uaWaVqGF486ZTFYVUkoA"
"[12.49071, 107.72369]",67.8,"KMH",2.75,0,2023-02-12 15:07:30,"CEL","LUX","ObjectEvent","OBSERVE","rWbt3kXeVsZutwHL50xZZ"
"[12.44323, 107.63695]",67.67,"KMH",1.51,0,2023-02-12 15:21:00,"CEL","LUX","ObjectEvent","OBSERVE","zN5-CRRcpmXCF2gqNXLuR"
"[12.35233, 107.56961]",21.76,"KMH",3.67,0,2023-02-12 15:34:30,"CEL","LUX","ObjectEvent","OBSERVE","zuilOvbgLa9wNc_XIKiNY"
"[12.28166, 107.45917]",28.36,"KMH",0.81,0,2023-02-12 15:48:00,"CEL","LUX","ObjectEvent","OBSERVE","E8hNHUOVv5LVCwQZcplMC"
"[12.20514, 107.45171]",49.8,"KMH",1.32,0,2023-02-12 16:01:30,"CEL","LUX","ObjectEvent","OBSERVE","wmAXveXd7x0B-BmjnGOJ4"
"[12.1149, 107.47546]",69.24,"KMH",1.98,0,2023-02-12 16:15:00,"CEL","LUX","ObjectEvent","OBSERVE","bK4wM6DDVN4KG8gS4Me51"
"[12.02528, 107.49632]",67.72,"KMH",5.89,0,2023-02-12 16:28:30,"CEL","LUX","ObjectEvent","OBSERVE","qtj4Agn99SDW2sEvFMl1c"
"[11.94758, 107.46025]",47.31,"KMH",3.91,0,2023-02-12 16:42:00,"CEL","LUX","ObjectEvent","OBSERVE","g5NuhvyenAvgLwXatkTp_"
"[11.91176, 107.38349]",44.92,"KMH",0.6,0,2023-02-12 16:55:30,"CEL","LUX","ObjectEvent","OBSERVE","Clcw3hslFhZg5mc9HOLvi"
"[11.88742, 107.32165]",49.39,"KMH",5.31,0,2023-02-12 17:09:00,"CEL","LUX","ObjectEvent","OBSERVE","JdNSv-fX5R2fjp76IEQ-T"
"[11.83688, 107.27339]",23.09,"KMH",5.42,0,2023-02-12 17:22:30,"CEL","LUX","ObjectEvent","OBSERVE","sdCEHMHvicforLTRkMXaa"
"[11.79438, 107.19719]",37.24,"KMH",4.76,0,2023-02-12 17:36:00,"CEL","LUX","ObjectEvent","OBSERVE","mdvxpvN73xke6M6TBDIpR"
"[11.73478, 107.14746]",65.15,"KMH",4.28,0,2023-02-12 17:49:30,"CEL","LUX","ObjectEvent","OBSERVE","Q2905uIbDSd9TppkuZp3D"
"[11.69556, 107.08901]",36.09,"KMH",0.32,0,2023-02-12 18:03:00,"CEL","LUX","ObjectEvent","OBSERVE","A3VO25V47c9pDpxEj5D4i"
"[11.64351, 107.04603]",29.91,"KMH",4.65,0,2023-02-12 18:16:30,"CEL","LUX","ObjectEvent","OBSERVE","Z6EuiMUCm2liMt5NMZxbU"
"[11.6003, 106.99513]",45.77,"KMH",5.34,0,2023-02-12 18:30:00,"CEL","LUX","ObjectEvent","OBSERVE","wceFf4dcNPaQlaU1CP4CN"
"[11.5492, 106.92901]",26.78,"KMH",1.47,0,2023-02-12 18:43:30,"CEL","LUX","ObjectEvent","OBSERVE","O1jv6nDkUIw_v9C1uJfmf"
"[11.48916, 106.88497]",48.08,"KMH",2.16,0,2023-02-12 18:57:00,"CEL","LUX","ObjectEvent","OBSERVE","_MYVVRNL_GJv8jIktlpx1"
"[11.40109, 106.83895]",40.9,"KMH",2.45,0,2023-02-12 19:10:30,"CEL","LUX","ObjectEvent","OBSERVE","yDpmHunZ7eJ-u8h1P-g0S"
"[11.32868, 106.81945]",49.25,"KMH",0.37,0,2023-02-12 19:24:00,"CEL","LUX","ObjectEvent","OBSERVE","WU44ZAUsgvTxDoGg-5phW"
"[11.26433, 106.76983]",48.25,"KMH",4.82,0,2023-02-12 19:37:30,"CEL","LUX","ObjectEvent","OBSERVE","IvgFrBJYuE6JOHuqJICwj"
"[11.16775, 106.73462]",32.23,"KMH",1.24,0,2023-02-12 19:51:00,"CEL","LUX","ObjectEvent","OBSERVE","OSvvJWlDkVfxohFt4WgBo"
"[11.06752, 106.78282]",41.96,"KMH",2.07,0,2023-02-12 20:04:30,"CEL","LUX","ObjectEvent","OBSERVE","Y6tttQoXW-YXAccEfwZil"
"[10.99007, 106.77192]",47.07,"KMH",3.32,0,2023-02-12 20:18:00,"CEL","LUX","ObjectEvent","OBSERVE","Q50rJMpqL34u6SUkI7_2I"
"[10.93935, 106.80681]",28.2,"KMH",5.11,0,2023-02-12 20:31:30,"CEL","LUX","ObjectEvent","OBSERVE","0XxmZWW0F4Cp-dkl-iAkf"
"[10.8618, 106.91927]",21.42,"KMH",1.31,0,2023-02-12 20:45:00,"CEL","LUX","ObjectEvent","OBSERVE","2h_gnJMbLlS3NY35nyRlG"
"[10.90111, 106.85004]",23.6,"KMH",2.49,0,2023-02-12 20:58:30,"CEL","LUX","ObjectEvent","OBSERVE","py0NnBRfUnCFicttYWNXS"
"[10.77847, 106.95701]",24.57,"KMH",4,0,2023-02-12 21:12:00,"CEL","LUX","ObjectEvent","OBSERVE","AkOWyeOBrkyLP94ihfzVK"
"[10.69547, 107.0148]",31.69,"KMH",5.17,0,2023-02-12 21:25:30,"CEL","LUX","ObjectEvent","OBSERVE","1ZF06BgU2oA0E4tcPnACG"
"[10.5968, 107.05524]",62.33,"KMH",5.82,0,2023-02-12 21:39:00,"CEL","LUX","ObjectEvent","OBSERVE","mfJ5-8yyuTUyCABGPueE6"
"[10.52441, 107.08377]",40.77,"KMH",0.36,0,2023-02-12 21:52:30,"CEL","LUX","ObjectEvent","OBSERVE","HEoLZFy8n8ahoEjr-FoFA"
"[10.4891, 107.15876]",35.31,"KMH",4.72,0,2023-02-12 22:06:00,"CEL","LUX","ObjectEvent","OBSERVE","ILgWQEIM7vha9KPbKQAEd"
"[10.43143, 107.15827]",28.21,"KMH",5.3,0,2023-02-12 22:19:30,"CEL","LUX","ObjectEvent","OBSERVE","7uyUdR0U1_AZrVS-46IAY"
"[10.39718, 107.11183]",61.04,"KMH",5.2,0,2023-02-12 22:33:00,"CEL","LUX","ObjectEvent","OBSERVE","119ePsUAhtPIoINPH5Uqc"
"[10.3896, 107.0845]",0,"KMH",5.6,180,2023-02-12 22:46:30,"CEL","LUX","ObjectEvent","OBSERVE","ldR1qUvdBaNLkP6o9VMzW"
"[12.67214, 108.06884]",0,"KMH",5.5,200,2023-02-13 14:00:00,"CEL","LUX","ObjectEvent","OBSERVE","USIV18TZqxEGr2sETlX7O"
"[12.65841, 108.03907]",28.47,"KMH",2.21,0,2023-02-13 14:13:30,"CEL","LUX","ObjectEvent","OBSERVE","R8aMPYOR4qJwQjm6XbMzO"
"[12.61997, 107.95092]",40.15,"KMH",3.73,0,2023-02-13 14:27:00,"CEL","LUX","ObjectEvent","OBSERVE","kLfbxAYuzapa_U-vSF5Oq"
"[12.58494, 107.87112]",36.57,"KMH",2.2,0,2023-02-13 14:40:30,"CEL","LUX","ObjectEvent","OBSERVE","_Biy9zA7p6Vc2fpXkMCNM"
"[12.54409, 107.79773]",25.83,"KMH",5.13,0,2023-02-13 14:54:00,"CEL","LUX","ObjectEvent","OBSERVE","ZWhpc8Y2VaD5ORaarmygY"
"[12.49071, 107.72369]",64.73,"KMH",1.29,0,2023-02-13 15:07:30,"CEL","LUX","ObjectEvent","OBSERVE","nVCej4iR_xcoEg-qEhZr_"
"[12.44323, 107.63695]",23.45,"KMH",1.78,0,2023-02-13 15:21:00,"CEL","LUX","ObjectEvent","OBSERVE","iDGTotbSAwfVbJ-t6dAQY"
"[12.35233, 107.56961]",45.36,"KMH",2.47,0,2023-02-13 15:34:30,"CEL","LUX","ObjectEvent","OBSERVE","vAF9UO0NZnRrKlV1kehFV"
"[12.28166, 107.45917]",55.69,"KMH",0.24,0,2023-02-13 15:48:00,"CEL","LUX","ObjectEvent","OBSERVE","MTzRLp-CIgIs_KrPEqEsZ"
"[12.20514, 107.45171]",30.44,"KMH",3.04,0,2023-02-13 16:01:30,"CEL","LUX","ObjectEvent","OBSERVE","wA4kIAFhSEqsoVKRhpKYC"
"[12.1149, 107.47546]",48.55,"KMH",0.91,0,2023-02-13 16:15:00,"CEL","LUX","ObjectEvent","OBSERVE","HJeyJdmu4yeahwEV_19e5"
"[12.02528, 107.49632]",64.04,"KMH",2.95,0,2023-02-13 16:28:30,"CEL","LUX","ObjectEvent","OBSERVE","B_GVkAfuBEQ_2ElLZRrNt"
"[11.94758, 107.46025]",50.28,"KMH",1.5,0,2023-02-13 16:42:00,"CEL","LUX","ObjectEvent","OBSERVE","Y856LaXAFRPEIOQFZ4uY1"
"[11.91176, 107.38349]",69.53,"KMH",4.82,0,2023-02-13 16:55:30,"CEL","LUX","ObjectEvent","OBSERVE","G4-TtRKWdSA2Rxpgb7GsN"
"[11.88742, 107.32165]",32.93,"KMH",1.16,0,2023-02-13 17:09:00,"CEL","LUX","ObjectEvent","OBSERVE","n8zN9nqxa_4XcLWQxjnhK"
"[11.83688, 107.27339]",24.8,"KMH",3.13,0,2023-02-13 17:22:30,"CEL","LUX","ObjectEvent","OBSERVE","VFmtfBkUo6K3Fmw9tTLTP"
"[11.79438, 107.19719]",42.18,"KMH",5.71,0,2023-02-13 17:36:00,"CEL","LUX","ObjectEvent","OBSERVE","6SKuI0Lo_Gs3bnnIWhDT0"
"[11.73478, 107.14746]",23.81,"KMH",2.37,0,2023-02-13 17:49:30,"CEL","LUX","ObjectEvent","OBSERVE","ASyPS6Byz695OJD14PC6N"
"[11.69556, 107.08901]",67.8,"KMH",4.4,0,2023-02-13 18:03:00,"CEL","LUX","ObjectEvent","OBSERVE","hCQsuYCEDaITjKvuxVhc0"
"[11.64351, 107.04603]",22.71,"KMH",3.46,0,2023-02-13 18:16:30,"CEL","LUX","ObjectEvent","OBSERVE","J-FS513reAKh9pc2Uwgcw"
"[11.6003, 106.99513]",56.62,"KMH",3.24,0,2023-02-13 18:30:00,"CEL","LUX","ObjectEvent","OBSERVE","BPNIae2lB3gzYvfxXLueD"
"[11.5492, 106.92901]",54.52,"KMH",5.39,0,2023-02-13 18:43:30,"CEL","LUX","ObjectEvent","OBSERVE","WhuiSOQ2aJanektewpNL9"
"[11.48916, 106.88497]",38.2,"KMH",1.46,0,2023-02-13 18:57:00,"CEL","LUX","ObjectEvent","OBSERVE","EZRoUaQ8gHpO7Q6Ak4N95"
"[11.40109, 106.83895]",66.96,"KMH",2.64,0,2023-02-13 19:10:30,"CEL","LUX","ObjectEvent","OBSERVE","tm0xoP_osdiGODPk3R_kL"
"[11.32868, 106.81945]",45.88,"KMH",1.21,0,2023-02-13 19:24:00,"CEL","LUX","ObjectEvent","OBSERVE","-KcPY9mlyIUYLB9GPbjBz"
"[11.26433, 106.76983]",68.79,"KMH",2.04,0,2023-02-13 19:37:30,"CEL","LUX","ObjectEvent","OBSERVE","ZYnEjDrIm_alUxwYaOnMs"
"[11.16775, 106.73462]",61.98,"KMH",0.8,0,2023-02-13 19:51:00,"CEL","LUX","ObjectEvent","OBSERVE","FRamE-zmz0TxL2oEZs55S"
"[11.06752, 106.78282]",59.89,"KMH",0.36,0,2023-02-13 20:04:30,"CEL","LUX","ObjectEvent","OBSERVE","KaxD-FlLqSxBvvzag-p-6"
"[10.99007, 106.77192]",57.36,"KMH",0.09,0,2023-02-13 20:18:00,"CEL","LUX","ObjectEvent","OBSERVE","EfbVt3tQrZnV-5vetcpGu"
"[10.93935, 106.80681]",38.69,"KMH",1.04,0,2023-02-13 20:31:30,"CEL","LUX","ObjectEvent","OBSERVE","zbZYiwVl60rFWncoNf4uh"
"[10.8618, 106.91927]",69.93,"KMH",1.48,0,2023-02-13 20:45:00,"CEL","LUX","ObjectEvent","OBSERVE","rCmNmeVep4qWIv35zf_ru"
"[10.90111, 106.85004]",21.89,"KMH",2.53,0,2023-02-13 20:58:30,"CEL","LUX","ObjectEvent","OBSERVE","rxRCSMSkzHWsHEHyZh0g9"
"[10.77847, 106.95701]",25.89,"KMH",0.81,0,2023-02-13 21:12:00,"CEL","LUX","ObjectEvent","OBSERVE","ryetaanobtN530kaxEpNI"
"[10.69547, 107.0148]",26.5,"KMH",3.06,0,2023-02-13 21:25:30,"CEL","LUX","ObjectEvent","OBSERVE","-q5LNwwaJQPZq7FZBNjLa"
"[10.5968, 107.05524]",22.85,"KMH",2.24,0,2023-02-13 21:39:00,"CEL","LUX","ObjectEvent","OBSERVE","M9t7LB-ijtLksnJ8EDYNJ"
"[10.52441, 107.08377]",61.13,"KMH",1.56,0,2023-02-13 21:52:30,"CEL","LUX","ObjectEvent","OBSERVE","2GbyELJFkMTztx3KNXWZ0"
"[10.4891, 107.15876]",61.36,"KMH",1.12,0,2023-02-13 22:06:00,"CEL","LUX","ObjectEvent","OBSERVE","lFI39V_h5OLZ58nQAYjTI"
"[10.43143, 107.15827]",27.04,"KMH",3.88,0,2023-02-13 22:19:30,"CEL","LUX","ObjectEvent","OBSERVE","iARa0bK7EY4gkFMkIpPvc"
"[10.39718, 107.11183]",36.41,"KMH",0.63,0,2023-02-13 22:33:00,"CEL","LUX","ObjectEvent","OBSERVE","P7OPa3FB1SmDHIqC4GCgR"
"[10.3896, 107.0845]",0,"KMH",5.6,180,2023-02-13 22:46:30,"CEL","LUX","ObjectEvent","OBSERVE","e2xLyK0cIGPSYPdZejDKF"
"[12.67214, 108.06884]",0,"KMH",5.5,200,2023-02-14 14:00:00,"CEL","LUX","ObjectEvent","OBSERVE","ZabSudggH-a5Nz8znGDjn"
"[12.65841, 108.03907]",50.31,"KMH",3.94,0,2023-02-14 14:13:30,"CEL","LUX","ObjectEvent","OBSERVE","Ykp6ESL36vLayLFOJWwph"
"[12.61997, 107.95092]",55.68,"KMH",0.48,0,2023-02-14 14:27:00,"CEL","LUX","ObjectEvent","OBSERVE","Pa6cs49UJOO4H-OYLflFw"
"[12.58494, 107.87112]",45.34,"KMH",0.02,0,2023-02-14 14:40:30,"CEL","LUX","ObjectEvent","OBSERVE","0ODjPv0YfgVRjxUu5aPPW"
"[12.54409, 107.79773]",20.48,"KMH",4.98,0,2023-02-14 14:54:00,"CEL","LUX","ObjectEvent","OBSERVE","GBEBF3Ncy_Ti_VABVepTm"
"[12.49071, 107.72369]",36.7,"KMH",5.48,0,2023-02-14 15:07:30,"CEL","LUX","ObjectEvent","OBSERVE","K_yQZ6cZQ1Ptv0kqg9ugN"
"[12.44323, 107.63695]",27.76,"KMH",1.86,0,2023-02-14 15:21:00,"CEL","LUX","ObjectEvent","OBSERVE","bIPhztlZlNIynd6pzsiYQ"
"[12.35233, 107.56961]",29.16,"KMH",1.42,0,2023-02-14 15:34:30,"CEL","LUX","ObjectEvent","OBSERVE","ON3TG2H-C9hgZzfSYKWzf"
"[12.28166, 107.45917]",49.12,"KMH",3.9,0,2023-02-14 15:48:00,"CEL","LUX","ObjectEvent","OBSERVE","WPFxYdQKthiAOIgaqYP5H"
"[12.20514, 107.45171]",53.6,"KMH",0.11,0,2023-02-14 16:01:30,"CEL","LUX","ObjectEvent","OBSERVE","8rqowXwVvHYV7m02qOA_V"
"[12.1149, 107.47546]",29.92,"KMH",4.05,0,2023-02-14 16:15:00,"CEL","LUX","ObjectEvent","OBSERVE","_fwOy77yIZCswfl-Xf6-A"
"[12.02528, 107.49632]",48.42,"KMH",2.97,0,2023-02-14 16:28:30,"CEL","LUX","ObjectEvent","OBSERVE","jtHnTdfK4C5SYI7sHHUqz"
"[11.94758, 107.46025]",33.03,"KMH",0.44,0,2023-02-14 16:42:00,"CEL","LUX","ObjectEvent","OBSERVE","w4-dB3RyerxDYiNfM1yIQ"
